True,776,276,-516,268
True,776,228,-676,269
False,768,268,-444,269
True,788,276,-520,268
False,796,292,-508,269
True,824,288,-532,267
True,788,280,-504,269
False,804,268,-516,267
True,820,276,-520,267
True,92,720,-1352,232
False,264,1080,-1264,236
True,780,280,-504,268
False,796,300,-480,269
True,800,288,-532,269
False,796,280,-528,269
False,788,304,-508,270
True,792,280,-528,270
True,788,272,-528,268
True,776,272,-524,268
True,784,284,-520,267
True,780,272,-528,268
True,780,280,-524,265
True,768,276,-516,268
True,772,276,-520,271
True,776,284,-516,268
True,788,284,-528,278
False,784,292,-500,267
False,768,256,-540,269
True,780,284,-492,271
False,780,288,-512,268
False,800,284,-508,268
False,784,280,-532,267
False,776,276,-480,269
True,792,268,-512,268
False,776,292,-516,267
False,760,276,-520,267
False,764,272,-368,269
False,776,268,-528,268
False,772,276,-508,267
False,772,292,-504,269
True,776,260,-500,269
False,780,284,-512,267
False,816,288,-544,268
True,776,264,-512,267
False,764,284,-528,266
True,572,432,-4,291
False,864,236,-488,269
True,780,272,-512,277
False,788,272,-512,268
True,440,648,-1288,249
False,768,340,-544,267
True,740,324,-576,265
False,796,300,-500,269
True,680,248,-136,275
False,800,296,-500,268
True,764,260,-448,270
False,768,280,-508,266
False,792,236,-556,270
True,776,268,-532,268
False,796,260,-508,270
True,780,272,-512,269
False,768,256,-536,268
True,780,264,-536,268
False,764,272,-536,268
True,780,264,-544,268
False,768,272,-536,266
True,784,272,-536,267
False,768,276,-524,269
True,764,268,-524,269
False,776,276,-528,266
True,780,280,-504,268
True,800,264,-612,265
False,792,284,-496,266
True,16,816,-2040,243
False,796,292,-520,268
True,756,240,-480,269
True,784,252,-520,268
False,784,256,-536,266
True,764,260,-500,268
False,768,252,-504,266
True,788,264,-516,267
False,792,256,-544,266
True,796,264,-520,268
False,836,272,-544,264
True,524,-4,-1992,269
False,808,280,-516,268
True,760,288,-516,266
True,788,292,-496,268
True,844,268,-916,265
True,780,264,-524,267
True,816,248,-640,266
True,628,552,-708,254
True,184,544,-796,238
True,240,452,-1028,231
True,-192,-208,-1288,235
True,-788,300,-408,194
True,-1004,540,312,229
True,-980,408,32,302
False,-1064,312,-104,206
False,-1060,408,-120,202
False,-996,308,-36,207
False,-1020,72,12,343
False,-1032,268,-276,195
False,-992,276,-128,184
False,-940,256,-312,353
False,-896,380,-396,168
False,-884,328,-492,175
False,-828,264,-628,170
False,-1092,104,-348,147
False,-1112,20,-132,142
False,-900,80,-84,143
False,-800,44,-340,153
False,-1092,68,-132,139
False,-872,72,-308,144
False,-1056,40,-252,139
False,-1068,48,-244,141
True,-1000,60,-172,135
True,-1004,40,-344,138
False,-1044,88,-244,136
True,-660,-572,-1216,193
False,-1092,56,-248,134
True,-1088,20,-196,151
False,-1152,-4,-144,144
True,-1048,-24,0,134
False,-1076,-32,208,45
False,-920,316,928,41
True,-1084,-52,100,45
False,-1080,-36,104,46
False,-1020,-84,176,55
True,-1040,-68,144,53
False,-1068,-52,120,56
True,-1092,-100,108,56
False,-1104,-112,104,55
True,-1024,-124,160,60
False,-1016,-104,140,58
False,-1016,-160,168,60
True,-1052,-84,188,67
False,-1140,-120,44,57
True,-1044,-104,196,69
False,-1012,-48,28,65
False,-1144,-52,-224,108
False,-1048,-60,-148,106
False,-1064,-44,-100,104
False,-1032,-44,-196,106
False,-1104,-44,-112,99
False,-1072,-40,-364,101
True,-1504,-1464,-60,80
False,-1024,8,-252,104
True,-1036,-4,-208,100
True,-1008,28,-276,99
False,-1080,-56,-236,97
True,-1020,52,-412,101
False,-1024,40,-312,111
True,-1036,84,-308,103
False,-1028,36,-316,102
True,-980,-4,-440,103
False,-1188,-68,256,104
True,-1028,36,-304,102
False,-1036,20,-308,106
True,-1044,28,-296,104
True,-1056,40,-284,99
False,-1040,-20,-284,104
True,-1048,-8,-228,101
False,-1072,0,-296,103
True,-1048,4,-256,100
True,-904,-124,-432,96
False,-1080,-32,-216,102
True,-1048,-12,-244,100
False,-1068,-92,-188,97
True,-1052,4,-216,103
False,-1092,-68,-44,103
True,-1020,-20,-296,103
False,-1212,428,-136,103
False,-1092,124,528,80
False,-1020,156,356,90
False,-244,-480,2040,84
False,-464,24,624,79
False,-720,232,840,80
False,-400,-168,1236,59
False,-584,276,596,30
False,-296,-108,1036,19
False,80,-232,1048,348
False,-168,48,2004,301
False,-304,212,764,271
False,-300,148,724,279
False,-260,28,876,294
False,48,-216,992,319
False,-136,32,1028,295
False,-100,-4,512,296
False,-60,68,1008,291
False,-72,0,952,296
False,-64,-4,1052,296
False,-60,0,1028,296
False,-60,0,1020,295
False,-60,-4,1028,298
False,-48,0,1016,296
False,-60,0,1020,297
False,-56,0,1016,297
False,-64,-4,1020,296
False,-52,0,1020,296
False,-60,0,1016,296
False,-60,-8,1008,298
False,-56,0,1036,297
False,-64,0,1024,293
False,-60,-4,1024,295
